Area,EXT_hour,Element ID,External ID,PACKT_CI,PACKT_Incl,PACKT_Nocc,PACKT_PMV,PACKT_Tdb,PACKT_Tr,PACKT_Vr,PACKT_W,PACKT_clo,PACKT_met,PACKT_rh,Room Name,Room Number
,9,,437e649b-b7e8-4eb8-80ca-332e810a20aa,0.6,,,0.07,23.6177225,24.6177225,0.1,0.0,0.54,1.231671554,68.0147895,,
,9,,437e649b-b7e8-4eb8-80ca-332e810a20aa,0.6,,,0.27,23.634415,24.634415,0.1,0.0,0.54,1.344818493,67.8964475,,
,10,,437e649b-b7e8-4eb8-80ca-332e810a20aa,0.6,,,0.08,23.6600505,24.6600505,0.1,0.0,0.54,1.227950492,67.75753,,
,10,,437e649b-b7e8-4eb8-80ca-332e810a20aa,0.6,,,0.3,23.691336,24.691336,0.1,0.0,0.54,1.357623579,67.604482,,
,10,,437e649b-b7e8-4eb8-80ca-332e810a20aa,0.4,,,0.21,23.769369,24.769369,0.1,0.0,0.54,1.284613189,67.233395,,
,10,,437e649b-b7e8-4eb8-80ca-332e810a20aa,0.4,,,0.26,23.769369,24.769369,0.1,0.0,0.54,1.319648094,67.233395,,
,10,,437e649b-b7e8-4eb8-80ca-332e810a20aa,0.4,,,0.27,23.792984,24.792984,0.1,0.0,0.54,1.323407775,67.020817,,
,10,,437e649b-b7e8-4eb8-80ca-332e810a20aa,0.4,,,0.13,23.7984305,24.7984305,0.1,0.0,0.54,1.239811732,66.8671625,,
,11,,437e649b-b7e8-4eb8-80ca-332e810a20aa,0.4,,,0.44,23.8296715,24.8296715,0.1,0.0,0.54,1.434733683,66.5166975,,
,11,,437e649b-b7e8-4eb8-80ca-332e810a20aa,0.4,,,0.16,23.8296715,24.8296715,0.1,0.0,0.54,1.248699272,66.5166975,,
,11,,437e649b-b7e8-4eb8-80ca-332e810a20aa,0.4,,,0.23,23.8702985,24.8702985,0.1,0.0,0.54,1.28674828,66.1388575,,
,11,,437e649b-b7e8-4eb8-80ca-332e810a20aa,0.6,,,0.29,23.891653,24.891653,0.1,0.0,0.54,1.323407775,65.956155,,
,11,,437e649b-b7e8-4eb8-80ca-332e810a20aa,0.4,,,0.26,23.9130075,24.9130075,0.1,0.0,0.54,1.296082949,65.7719225,,
,16,,439d6887-ded0-4352-a590-ab3ea83372c8,0.6,,,-0.08,23.590097,24.590097,0.1,0.0,0.53,1.246380461,43.82853,,
,16,,439d6887-ded0-4352-a590-ab3ea83372c8,0.8,,,-0.46,23.1459445,24.1459445,0.1,0.0,0.53,1.134930643,43.9850275,,
,16,,439d6887-ded0-4352-a590-ab3ea83372c8,0.8,,,-0.19,23.3369195,24.3369195,0.1,0.0,0.53,1.202851203,51.55038,,
,16,,439d6887-ded0-4352-a590-ab3ea83372c8,0.6,,,0.03,23.675494,24.675494,0.1,0.0,0.53,1.244343891,57.088991,,
,16,,439d6887-ded0-4352-a590-ab3ea83372c8,0.6,,,-0.12,23.59754,24.59754,0.1,0.0,0.53,1.197387518,53.0394955,,
,16,,439d6887-ded0-4352-a590-ab3ea83372c8,0.4,,,0.14,23.4471185,24.4471185,0.1,0.0,0.53,1.374618162,48.0668485,,
,17,,439d6887-ded0-4352-a590-ab3ea83372c8,0.6,,,-0.21,23.5579215,24.5579215,0.1,0.0,0.53,1.173402868,48.6443465,,
,17,,439d6887-ded0-4352-a590-ab3ea83372c8,0.8,,,0.06,24.369344,25.369344,0.1,0.0,0.53,1.150360214,59.8080575,,
,17,,439d6887-ded0-4352-a590-ab3ea83372c8,0.6,,,0.51,24.9176625,25.9176625,0.1,0.0,0.53,1.282051282,67.7032875,,
,17,,439d6887-ded0-4352-a590-ab3ea83372c8,0.6,,,0.35,25.364631,26.364631,0.1,0.0,0.53,1.105922831,67.2699395,,
,17,,439d6887-ded0-4352-a590-ab3ea83372c8,0.8,,,0.58,25.561435,26.561435,0.1,0.0,0.53,1.218851571,64.1448955,,
,17,,439d6887-ded0-4352-a590-ab3ea83372c8,1.0,,,0.67,25.9621525,26.9621525,0.1,0.0,0.53,1.208791209,62.3460695,,
,18,,439d6887-ded0-4352-a590-ab3ea83372c8,1.0,,,0.83,26.573216,27.573216,0.1,0.0,0.53,1.185458377,63.760898,,
,18,,439d6887-ded0-4352-a590-ab3ea83372c8,1.0,,,0.95,26.992299,27.992299,0.1,0.0,0.53,1.161590088,65.4283025,,
,10,,458a7e80-eb68-469f-bc77-39e5b2a55128,0.6,,,0.18,23.233719,24.233719,0.1,0.0,0.53,1.451612903,43.941416,,
,10,,458a7e80-eb68-469f-bc77-39e5b2a55128,0.6,,,0.13,23.0796145,24.0796145,0.1,0.0,0.53,1.441281139,43.012436,,
,10,,458a7e80-eb68-469f-bc77-39e5b2a55128,0.4,,,0.08,22.871886,23.871886,0.1,0.0,0.53,1.446945338,42.5213415,,
,11,,458a7e80-eb68-469f-bc77-39e5b2a55128,0.4,,,-0.03,22.6734715,23.6734715,0.1,0.0,0.53,1.40625,42.570934,,
,11,,458a7e80-eb68-469f-bc77-39e5b2a55128,0.4,,,-0.02,22.490017,23.490017,0.1,0.0,0.53,1.437699681,42.9329275,,
,11,,458a7e80-eb68-469f-bc77-39e5b2a55128,0.4,,,0.03,22.311642,23.311642,0.1,0.0,0.53,1.494464945,43.008018,,
,11,,458a7e80-eb68-469f-bc77-39e5b2a55128,0.2,,,-0.45,22.117176,23.117176,0.1,0.0,0.53,1.265625,43.1248685,,
,11,,458a7e80-eb68-469f-bc77-39e5b2a55128,0.2,,,-0.07,22.0271415,23.0271415,0.1,0.0,0.53,1.472727273,42.9809135,,
,11,,458a7e80-eb68-469f-bc77-39e5b2a55128,0.2,,,-0.16,21.872478,22.872478,0.1,0.0,0.53,1.441647597,43.251557,,
,12,,458a7e80-eb68-469f-bc77-39e5b2a55128,0.0,,,-0.29,21.759016,22.759016,0.1,0.0,0.53,1.386986301,43.282876,,
,19,,46eec386-87bc-484f-8e54-923658e65ccb,0.2,,,0.2,25.469933,26.469933,0.1,0.0,0.53,1.068742578,53.774466,,
,19,,46eec386-87bc-484f-8e54-923658e65ccb,0.4,,,0.43,25.408591,26.408591,0.1,0.0,0.53,1.187782805,57.084921,,
,19,,46eec386-87bc-484f-8e54-923658e65ccb,0.4,,,,25.4794185,26.4794185,0.1,0.0,0.53,0.96751075,56.6794145,,
,20,,46eec386-87bc-484f-8e54-923658e65ccb,0.6,,,0.3,25.51034,26.51034,0.1,0.0,0.53,1.10084262,55.885318,,
,20,,46eec386-87bc-484f-8e54-923658e65ccb,0.6,,,0.34,25.524498,26.524498,0.1,0.0,0.53,1.12321307,55.4704885,,
,20,,46eec386-87bc-484f-8e54-923658e65ccb,0.6,,,0.42,25.5397055,26.5397055,0.1,0.0,0.53,1.165501166,54.797508,,
,20,,46eec386-87bc-484f-8e54-923658e65ccb,0.6,,,0.23,25.463172,26.463172,0.1,0.0,0.53,1.078360891,54.3244085,,
,20,,46eec386-87bc-484f-8e54-923658e65ccb,0.2,,,0.2,25.424819,26.424819,0.1,0.0,0.53,1.074270557,53.8951415,,
,20,,46eec386-87bc-484f-8e54-923658e65ccb,0.4,,,0.41,25.4105675,26.4105675,0.1,0.0,0.53,1.189903846,53.564422,,
,21,,46eec386-87bc-484f-8e54-923658e65ccb,0.4,,,,25.381339,26.381339,0.1,0.0,0.53,0.985491377,53.390753,,
,21,,46eec386-87bc-484f-8e54-923658e65ccb,0.6,,,0.24,25.274074,26.274074,0.1,0.0,0.53,1.119909502,53.0245535,,
,21,,46eec386-87bc-484f-8e54-923658e65ccb,0.2,,,0.28,25.230827,26.230827,0.1,0.0,0.53,1.149588419,52.76715,,
,21,,46eec386-87bc-484f-8e54-923658e65ccb,0.4,,,0.23,25.220336,26.220336,0.1,0.0,0.53,1.130298273,52.244896,,
,10,,470d74d6-a846-47cc-a941-01f8046aee82,0.6,,,0.22,24.4470645,25.4470645,0.1,0.0,0.53,1.273584906,45.2729425,,
,10,,470d74d6-a846-47cc-a941-01f8046aee82,0.6,,,0.07,24.213088,25.213088,0.1,0.0,0.53,1.227551716,44.6290625,,
,10,,470d74d6-a846-47cc-a941-01f8046aee82,0.4,,,-0.03,23.7984805,24.7984805,0.1,0.0,0.53,1.24555981,42.758255,,
,10,,470d74d6-a846-47cc-a941-01f8046aee82,0.4,,,0.01,23.7984805,24.7984805,0.1,0.0,0.53,1.263059411,42.758255,,
,11,,470d74d6-a846-47cc-a941-01f8046aee82,0.4,,,-0.17,23.655102,24.655102,0.1,0.0,0.53,1.201237639,41.367095,,
,11,,470d74d6-a846-47cc-a941-01f8046aee82,0.4,,,-0.02,23.655102,24.655102,0.1,0.0,0.53,1.275033808,41.367095,,
,11,,470d74d6-a846-47cc-a941-01f8046aee82,0.2,,,-0.11,23.6469175,24.6469175,0.1,0.0,0.53,1.231260332,41.662233,,
,11,,470d74d6-a846-47cc-a941-01f8046aee82,0.6,,,-0.24,23.6198215,24.6198215,0.1,0.0,0.53,1.171112557,41.781091,,
,11,,470d74d6-a846-47cc-a941-01f8046aee82,0.0,,,-0.01,23.609661,24.609661,0.1,0.0,0.53,1.283796927,41.8577865,,
,12,,470d74d6-a846-47cc-a941-01f8046aee82,0.0,,,-0.08,23.610507,24.610507,0.1,0.0,0.53,1.24699458,41.8096015,,
,12,,470d74d6-a846-47cc-a941-01f8046aee82,0.0,,,-0.44,23.567324,24.567324,0.1,0.0,0.53,1.099992361,41.5971835,,
,12,,470d74d6-a846-47cc-a941-01f8046aee82,0.0,,,-0.03,23.58821,24.58821,0.1,0.0,0.53,1.275577996,41.7258795,,
,12,,470d74d6-a846-47cc-a941-01f8046aee82,0.6,,,-0.2,23.58821,24.58821,0.1,0.0,0.53,1.194652508,41.7258795,,
,19,,4818945a-662d-433e-8b44-dd9f04f28cf3,1.0,,,1.59,28.9992585,29.9992585,0.1,0.0,0.53,1.2,62.73914,,
,19,,4818945a-662d-433e-8b44-dd9f04f28cf3,1.0,,,1.62,28.9622855,29.9622855,0.1,0.0,0.53,1.28113879,62.86841,,
,19,,4818945a-662d-433e-8b44-dd9f04f28cf3,1.0,,,1.56,28.9299165,29.9299165,0.1,0.0,0.53,1.196013289,63.0316525,,
,19,,4818945a-662d-433e-8b44-dd9f04f28cf3,0.8,,,1.54,28.9299165,29.9299165,0.1,0.0,0.53,1.159627774,63.0316525,,
,19,,4818945a-662d-433e-8b44-dd9f04f28cf3,0.8,,,1.6,28.869629,29.869629,0.1,0.0,0.53,1.28342246,63.5181,,
,20,,4818945a-662d-433e-8b44-dd9f04f28cf3,0.8,,,1.49,28.8397785,29.8397785,0.1,0.0,0.53,1.116971765,63.77733,,
,20,,4818945a-662d-433e-8b44-dd9f04f28cf3,0.6,,,1.56,28.810256,29.810256,0.1,0.0,0.53,1.228668942,64.03505,,
,20,,4818945a-662d-433e-8b44-dd9f04f28cf3,0.6,,,1.53,28.7862445,29.7862445,0.1,0.0,0.53,1.192491719,64.276861,,
,20,,4818945a-662d-433e-8b44-dd9f04f28cf3,0.6,,,1.56,28.7245635,29.7245635,0.1,0.0,0.53,1.270962048,64.7731435,,
,20,,4818945a-662d-433e-8b44-dd9f04f28cf3,0.6,,,1.5,28.689237,29.689237,0.1,0.0,0.53,1.178544447,65.04135,,
,21,,4818945a-662d-433e-8b44-dd9f04f28cf3,0.6,,,1.53,28.651659,29.651659,0.1,0.0,0.53,1.244382993,65.309598,,
,21,,4818945a-662d-433e-8b44-dd9f04f28cf3,0.6,,,1.49,28.5739745,29.5739745,0.1,0.0,0.53,1.221546727,65.825415,,
,21,,4818945a-662d-433e-8b44-dd9f04f28cf3,0.6,,,1.42,28.5390115,29.5390115,0.1,0.0,0.53,1.118881119,66.08016,,
,19,,499894c4-ec0e-4fe1-a4ed-bc508e273d85,0.8,,,1.42,28.2968125,29.2968125,0.1,0.0,0.47,1.256038647,71.037815,,
,19,,499894c4-ec0e-4fe1-a4ed-bc508e273d85,0.8,,,1.44,28.4489415,29.4489415,0.1,0.0,0.47,1.227621483,70.380485,,
,19,,499894c4-ec0e-4fe1-a4ed-bc508e273d85,0.8,,,1.56,28.396724,29.396724,0.1,0.0,0.47,1.462819992,67.981635,,
,19,,499894c4-ec0e-4fe1-a4ed-bc508e273d85,0.8,,,1.29,28.242054,29.242054,0.1,0.0,0.47,1.175088132,65.0682125,,
,19,,499894c4-ec0e-4fe1-a4ed-bc508e273d85,0.8,,,1.34,28.2189125,29.2189125,0.1,0.0,0.47,1.270151441,63.0801545,,
,19,,499894c4-ec0e-4fe1-a4ed-bc508e273d85,0.8,,,1.19,28.1929445,29.1929445,0.1,0.0,0.47,1.137748883,60.107502,,
,20,,499894c4-ec0e-4fe1-a4ed-bc508e273d85,0.8,,,1.22,28.1384745,29.1384745,0.1,0.0,0.47,1.211468569,57.0129735,,
,20,,499894c4-ec0e-4fe1-a4ed-bc508e273d85,1.0,,,1.2,28.094445,29.094445,0.1,0.0,0.47,1.228733459,54.940592,,
,20,,499894c4-ec0e-4fe1-a4ed-bc508e273d85,1.0,,,1.28,28.4015215,29.4015215,0.1,0.0,0.47,1.18993135,56.6754715,,
,20,,499894c4-ec0e-4fe1-a4ed-bc508e273d85,1.0,,,1.46,28.812744,29.812744,0.1,0.0,0.47,1.234885516,58.6137425,,
,20,,499894c4-ec0e-4fe1-a4ed-bc508e273d85,0.8,,,1.54,29.132237,30.132237,0.1,0.0,0.47,1.181639146,60.0464625,,
,20,,499894c4-ec0e-4fe1-a4ed-bc508e273d85,0.8,,,1.66,29.4085515,30.4085515,0.1,0.0,0.47,1.21989365,61.173403,,
,21,,499894c4-ec0e-4fe1-a4ed-bc508e273d85,1.0,,,1.73,29.6569215,30.6569215,0.1,0.0,0.47,1.189633196,62.07849,,
,21,,499894c4-ec0e-4fe1-a4ed-bc508e273d85,1.0,,,1.85,29.8889205,30.8889205,0.1,0.0,0.47,1.300014445,62.9912075,,
,21,,499894c4-ec0e-4fe1-a4ed-bc508e273d85,0.8,,,1.9,30.100038,31.100038,0.1,0.0,0.47,1.188949761,63.8774245,,
,21,,499894c4-ec0e-4fe1-a4ed-bc508e273d85,0.8,,,1.98,30.2818,31.2818,0.1,0.0,0.47,1.248179738,64.6022235,,
,21,,499894c4-ec0e-4fe1-a4ed-bc508e273d85,1.0,,,2.0,30.340224,31.340224,0.1,0.0,0.47,1.181933305,66.033735,,
,13,,4b80a379-8bf5-4e7a-912a-cabff754b8fd,1.0,,,1.03,27.7746375,28.7746375,0.1,0.0,0.53,1.157218001,47.0781215,,
,13,,4b80a379-8bf5-4e7a-912a-cabff754b8fd,0.8,,,1.15,27.8747355,28.8747355,0.1,0.0,0.53,1.237571398,47.657532,,
,14,,4b80a379-8bf5-4e7a-912a-cabff754b8fd,0.8,,,1.12,27.97454,28.97454,0.1,0.0,0.53,1.173124778,48.07842,,
,14,,4b80a379-8bf5-4e7a-912a-cabff754b8fd,0.8,,,1.07,28.0028415,29.0028415,0.1,0.0,0.53,1.124437781,46.957111,,
,14,,4b80a379-8bf5-4e7a-912a-cabff754b8fd,0.8,,,1.09,27.866992,28.866992,0.1,0.0,0.53,1.201334816,45.1805235,,
,14,,4b80a379-8bf5-4e7a-912a-cabff754b8fd,0.8,,,0.96,27.72935,28.72935,0.1,0.0,0.53,1.130395067,43.8905185,,
,14,,4b80a379-8bf5-4e7a-912a-cabff754b8fd,0.6,,,1.07,27.770464,28.770464,0.1,0.0,0.53,1.191724138,46.756415,,
,15,,4b80a379-8bf5-4e7a-912a-cabff754b8fd,0.6,,,1.04,27.896187,28.896187,0.1,0.0,0.53,1.137931034,46.298227,,
,15,,4b80a379-8bf5-4e7a-912a-cabff754b8fd,0.6,,,1.09,28.023698,29.023698,0.1,0.0,0.53,1.149425287,45.7762485,,
,15,,4b80a379-8bf5-4e7a-912a-cabff754b8fd,0.6,,,1.17,28.113369,29.113369,0.1,0.0,0.53,1.205222631,45.5043475,,
,15,,4b80a379-8bf5-4e7a-912a-cabff754b8fd,0.6,,,1.64,28.204235,29.204235,0.1,0.0,0.53,1.845293569,45.3841835,,
,15,,4b80a379-8bf5-4e7a-912a-cabff754b8fd,0.6,,,1.14,28.272461,29.272461,0.1,0.0,0.53,1.128526646,45.0188215,,
,15,,4b80a379-8bf5-4e7a-912a-cabff754b8fd,0.8,,,1.12,28.3293605,29.3293605,0.1,0.0,0.53,1.090668723,44.78104,,
,13,,4c8dd0ed-51cd-4ed7-901d-4260c4bd1e4b,0.6,,,-0.65,21.8450995,22.8450995,0.1,0.0,0.54,1.2,46.179638,,
,13,,4c8dd0ed-51cd-4ed7-901d-4260c4bd1e4b,0.6,,,-0.89,21.9568685,22.9568685,0.1,0.0,0.54,1.102702703,47.516991,,
,14,,4c8dd0ed-51cd-4ed7-901d-4260c4bd1e4b,0.6,,,-0.35,22.217652,23.217652,0.1,0.0,0.54,1.278996865,46.817496,,
,14,,4c8dd0ed-51cd-4ed7-901d-4260c4bd1e4b,0.6,,,-0.52,22.3028915,23.3028915,0.1,0.0,0.54,1.196013289,46.538219,,
,14,,4c8dd0ed-51cd-4ed7-901d-4260c4bd1e4b,0.6,,,-0.48,22.385024,23.385024,0.1,0.0,0.54,1.203761755,46.10776,,
,14,,4c8dd0ed-51cd-4ed7-901d-4260c4bd1e4b,0.6,,,-0.48,22.479008,23.479008,0.1,0.0,0.54,1.192307692,45.690555,,
,14,,4c8dd0ed-51cd-4ed7-901d-4260c4bd1e4b,0.6,,,-0.46,22.522191,23.522191,0.1,0.0,0.54,1.196013289,45.4584585,,
,15,,4c8dd0ed-51cd-4ed7-901d-4260c4bd1e4b,0.6,,,-0.5,22.5487255,23.5487255,0.1,0.0,0.54,1.176470588,45.356867,,
,15,,4c8dd0ed-51cd-4ed7-901d-4260c4bd1e4b,0.6,,,-0.42,22.5902115,23.5902115,0.1,0.0,0.54,1.203761755,45.335585,,
,15,,4c8dd0ed-51cd-4ed7-901d-4260c4bd1e4b,0.6,,,-0.51,22.6249255,23.6249255,0.1,0.0,0.54,1.162629758,45.252264,,
,15,,4c8dd0ed-51cd-4ed7-901d-4260c4bd1e4b,0.6,,,-0.33,22.661056,23.661056,0.1,0.0,0.54,1.233201581,45.270135,,
,15,,4c8dd0ed-51cd-4ed7-901d-4260c4bd1e4b,0.6,,,-0.44,22.6932315,23.6932315,0.1,0.0,0.54,1.185185185,45.2689285,,
,10,,4d1619d7-7f6a-4ae7-91a1-11e5a78e9d07,0.6,,,-0.37,22.1836465,23.1836465,0.1,0.0,0.53,1.294117647,42.8722155,,
,10,,4d1619d7-7f6a-4ae7-91a1-11e5a78e9d07,0.6,,,-0.45,22.2644655,23.2644655,0.1,0.0,0.53,1.24137931,45.1826865,,
,10,,4d1619d7-7f6a-4ae7-91a1-11e5a78e9d07,0.6,,,-0.23,22.6675625,23.6675625,0.1,0.0,0.53,1.28990228,44.9601495,,
,10,,4d1619d7-7f6a-4ae7-91a1-11e5a78e9d07,0.4,,,-0.11,22.9281645,23.9281645,0.1,0.0,0.53,1.323529412,43.517189,,
,10,,4d1619d7-7f6a-4ae7-91a1-11e5a78e9d07,0.4,,,-0.52,22.9369985,23.9369985,0.1,0.0,0.53,1.14084507,42.8247125,,
,11,,4d1619d7-7f6a-4ae7-91a1-11e5a78e9d07,0.4,,,-0.28,22.942643,23.942643,0.1,0.0,0.53,1.2375,42.317398,,
,11,,4d1619d7-7f6a-4ae7-91a1-11e5a78e9d07,0.0,,,0.36,22.951154,23.951154,0.1,0.0,0.87,1.298969072,44.1805065,,
,11,,4d1619d7-7f6a-4ae7-91a1-11e5a78e9d07,0.2,,,0.16,22.9961125,23.9961125,0.1,0.0,0.87,1.161290323,45.43308,,
,11,,4d1619d7-7f6a-4ae7-91a1-11e5a78e9d07,0.4,,,0.34,23.016194,24.016194,0.1,0.0,0.87,1.267605634,45.391321,,
,11,,4d1619d7-7f6a-4ae7-91a1-11e5a78e9d07,0.4,,,0.4,23.069368,24.069368,0.1,0.0,0.87,1.304347826,45.0285435,,
,11,,4d1619d7-7f6a-4ae7-91a1-11e5a78e9d07,0.2,,,0.22,23.098596,24.098596,0.1,0.0,0.87,1.182089552,44.7179175,,
,12,,4d1619d7-7f6a-4ae7-91a1-11e5a78e9d07,0.2,,,0.43,23.120313,24.120313,0.1,0.0,0.87,1.321100917,44.396858,,
,12,,4d1619d7-7f6a-4ae7-91a1-11e5a78e9d07,0.4,,,0.18,23.055933,24.055933,0.1,0.0,0.87,1.165467626,44.494665,,
,14,,4ee77eba-1c17-4a6e-9d7a-7cc48f02940c,0.6,,,-0.58,20.8959095,21.8959095,0.1,0.0,0.54,1.273772667,75.94809,,
,15,,4ee77eba-1c17-4a6e-9d7a-7cc48f02940c,0.6,,,-1.07,20.891738,21.891738,0.1,0.0,0.54,1.105198526,76.0040575,,
,15,,4ee77eba-1c17-4a6e-9d7a-7cc48f02940c,0.6,,,-0.64,20.8974235,21.8974235,0.1,0.0,0.54,1.25054277,76.02973,,
,15,,4ee77eba-1c17-4a6e-9d7a-7cc48f02940c,0.6,,,-0.81,20.908247,21.908247,0.1,0.0,0.54,1.185410334,76.0356525,,
,15,,4ee77eba-1c17-4a6e-9d7a-7cc48f02940c,0.6,,,-0.82,20.9226505,21.9226505,0.1,0.0,0.54,1.180327869,76.034065,,
,15,,4ee77eba-1c17-4a6e-9d7a-7cc48f02940c,0.6,,,-1.05,20.964017,21.964017,0.1,0.0,0.54,1.102040816,75.9915825,,
,15,,4ee77eba-1c17-4a6e-9d7a-7cc48f02940c,0.6,,,-0.86,20.964017,21.964017,0.1,0.0,0.54,1.162957645,75.9915825,,
,16,,4ee77eba-1c17-4a6e-9d7a-7cc48f02940c,0.6,,,-0.61,20.985874,21.985874,0.1,0.0,0.54,1.252319109,75.95129,,
,16,,4ee77eba-1c17-4a6e-9d7a-7cc48f02940c,0.4,,,,21.029267,22.029267,0.1,0.0,0.54,0.998613037,75.851663,,
,16,,4ee77eba-1c17-4a6e-9d7a-7cc48f02940c,0.6,,,-0.6,21.0489685,22.0489685,0.1,0.0,0.54,1.246753247,75.79658,,
,16,,4ee77eba-1c17-4a6e-9d7a-7cc48f02940c,0.6,,,-1.06,21.0794365,22.0794365,0.1,0.0,0.54,1.088878548,75.68669,,
,17,,4ee77eba-1c17-4a6e-9d7a-7cc48f02940c,0.4,,,-1.08,21.0944175,22.0944175,0.1,0.0,0.54,1.081830791,75.626407,,
,17,,4ee77eba-1c17-4a6e-9d7a-7cc48f02940c,0.4,,,-0.55,21.108265,22.108265,0.1,0.0,0.54,1.260504202,75.567075,,
,17,,4ee77eba-1c17-4a6e-9d7a-7cc48f02940c,0.6,,,-1.08,21.12113,22.12113,0.1,0.0,0.54,1.078341014,75.509745,,
,17,,4ee77eba-1c17-4a6e-9d7a-7cc48f02940c,0.6,,,-1.05,21.13293,22.13293,0.1,0.0,0.54,1.085343228,75.45318,,
,18,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.39,23.7985965,24.7985965,0.1,0.0,0.58,1.333333333,72.341,,
,18,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.69,23.9268535,24.9268535,0.1,0.0,0.58,1.550387597,72.312723,,
,18,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.48,24.050259,25.050259,0.1,0.0,0.58,1.355932203,72.127395,,
,19,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.32,24.147212,25.147212,0.1,0.0,0.58,1.234567901,71.97148,,
,19,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.6,24.2567115,25.2567115,0.1,0.0,0.58,1.40562249,72.584495,,
,19,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.4,24.3829015,25.3829015,0.1,0.0,0.58,1.234567901,73.394525,,
,19,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.6,24.535416,25.535416,0.1,0.0,0.58,1.337792642,74.138037,,
,19,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.87,24.662282,25.662282,0.1,0.0,0.58,1.550387597,74.191915,,
,19,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.49,24.7203185,25.7203185,0.1,0.0,0.58,1.226309922,73.86247,,
,20,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.79,24.7532025,25.7532025,0.1,0.0,0.58,1.457725948,73.6188475,,
,20,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.65,24.7704,25.7704,0.1,0.0,0.58,1.333333333,73.40133,,
,20,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.87,24.775057,25.775057,0.1,0.0,0.58,1.530054645,73.1867225,,
,20,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.77,24.768945,25.768945,0.1,0.0,0.58,1.444444444,73.002687,,
,20,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.86,24.7612535,25.7612535,0.1,0.0,0.58,1.530054645,72.8508475,,
,20,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.73,24.7544115,25.7544115,0.1,0.0,0.58,1.411509229,72.718085,,
,21,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.94,24.7477465,25.7477465,0.1,0.0,0.58,1.612903226,72.6007475,,
,21,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.74,24.7398015,25.7398015,0.1,0.0,0.58,1.420765027,72.497465,,
,21,,4f05502e-e484-4d51-8ed5-0250c46f130b,0.6,,,0.84,24.7322585,25.7322585,0.1,0.0,0.58,1.520086862,72.406585,,
,10,,5017db47-124e-442a-a7c3-56fd63b35cc5,0.6,,,-0.32,24.4617405,25.4617405,0.1,0.0,0.54,1.014634146,45.289005,,
,10,,5017db47-124e-442a-a7c3-56fd63b35cc5,0.6,,,-0.34,24.1986945,25.1986945,0.1,0.0,0.54,1.043478261,44.8220065,,
,10,,5017db47-124e-442a-a7c3-56fd63b35cc5,0.8,,,-0.28,23.9791105,24.9791105,0.1,0.0,0.54,1.094224924,44.8832415,,
,11,,5017db47-124e-442a-a7c3-56fd63b35cc5,0.4,,,-0.6,23.715782,24.715782,0.1,0.0,0.54,1.012987013,44.5316865,,
,11,,5017db47-124e-442a-a7c3-56fd63b35cc5,0.6,,,-0.52,23.473619,24.473619,0.1,0.0,0.54,1.064516129,44.3991795,,
,11,,5017db47-124e-442a-a7c3-56fd63b35cc5,0.6,,,-0.7,23.281984,24.281984,0.1,0.0,0.54,1.027522936,44.904123,,
,11,,5017db47-124e-442a-a7c3-56fd63b35cc5,0.2,,,,23.0793335,24.0793335,0.1,0.0,0.54,0.966442953,44.7236285,,
,11,,5017db47-124e-442a-a7c3-56fd63b35cc5,0.2,,,-0.63,22.9249475,23.9249475,0.1,0.0,0.54,1.087378641,44.583087,,
,11,,5017db47-124e-442a-a7c3-56fd63b35cc5,0.2,,,-0.68,22.803585,23.803585,0.1,0.0,0.54,1.083333333,44.734268,,
,12,,5017db47-124e-442a-a7c3-56fd63b35cc5,0.2,,,-0.79,22.6906875,23.6906875,0.1,0.0,0.54,1.061946903,44.607781,,
,12,,5017db47-124e-442a-a7c3-56fd63b35cc5,0.2,,,-0.94,22.5597295,23.5597295,0.1,0.0,0.54,1.030042918,44.681665,,
,12,,5017db47-124e-442a-a7c3-56fd63b35cc5,0.2,,,-0.84,22.422277,23.422277,0.1,0.0,0.54,1.073684211,44.6706235,,
,13,,50f5b765-056b-410a-adf4-6372ab3b33c1,0.4,,,-0.03,23.328784,24.328784,0.1,0.0,0.53,1.302631579,44.944859,,
,13,,50f5b765-056b-410a-adf4-6372ab3b33c1,0.6,,,-0.09,23.470299,24.470299,0.1,0.0,0.53,1.255813953,44.7706525,,
